company,critic_name,movie,rating,review_text
Chicago Reader,Andrea Gronvall,Ratatouille,fresh,brad bird's second collaboration with pixar is more ambitious and meditative than his oscar-winning the incredibles.
Charlotte Observer,Lawrence Toppman,Ratatouille,fresh,"pixar has a habit of finding voice talent in unexpected places, and she's just part of the shrewd casting. oswalt and romano make an ideal team, assertive and nervous, while the almost unrecognizable holm spits out disgust with glee."
Can Magazine,Fred Topel,Ratatouille,fresh,little rats and big utensils is comedy gold.
Boston Globe,Wesley Morris,Ratatouille,fresh,the movie doesn't have to strain for liftoff the way pixar's cars did (that movie had a volvo's boxiness). ratatouille keeps inventing surprises.
"Commercial Appeal (Memphis, TN)",John Beifuss,Ratatouille,fresh,"brad bird makes cartoons, yet i don't think there's a filmmaker anywhere with more respect for his audience."
Newark Star-Ledger,Stephen Whitty,Ratatouille,fresh,"fresh family fun. although there are those slightly noxious images of rodents scampering around a kitchen, the movie doesn't stoop to kid-pandering jokes based on back talk and bodily gases."
New York Times,A.O. Scott,Ratatouille,fresh,"displaying the usual meticulousness associated with the pixar brand, ratatouille is a nearly flawless piece of popular art."
New York Post,Lou Lumenick,Ratatouille,fresh,arguably the finest 'toon in the pixar canon.
New York Daily News,Jack Mathews,Ratatouille,fresh,"the pixar magic continues with brad bird's ratatouille, a gorgeous, wonderfully inventive computer-animated comedy."
Miami Herald,Rene Rodriguez,Ratatouille,fresh,"ratatouille is the most straightforward and formulaic picture to date from pixar animation studios, but it is also among the most enchanting and touching."
"Advocate (Baton Rouge, LA)",John Wirt,Ratatouille,fresh,"the script, which doesn't play cheap or obvious to children or adults, and the film's fluid animation and luxurious palette make ratatouille one of this summer's high-water marks for viewers of any age."
Jam! Movies,Kevin Williamson,Ratatouille,fresh,"ratatouille is not merely the smartest, funniest, most joyous, most lovingly crafted film of the summer thus far, but it ranks among pixar's finest."
Globe and Mail,Liam Lacey,Ratatouille,fresh,"no sketchy backgrounds here -- ratatouille's scenes feels like deep-focus camera shots. the textures, from the gleam of copper pans to the cobblestone streets, are almost palpable."
E! Online,Dezhda Gaubert,Ratatouille,fresh,will pixar ever make a bad movie? ever?
Detroit News,Tom Long,Ratatouille,fresh,"ratatouille has the technical genius, emotional core and storytelling audacity to lift it into the ranks of [the best] pixar films, the crème de la crème of modern animation."
TIME Magazine,Richard Corliss,Ratatouille,fresh,"from the moment remy enters, crashing, to the final happy fadeout, ratatouille parades the brio and depth that set pixar apart from and above other animation studios."
Seattle Times,Moira MacDonald,Ratatouille,fresh,"how good, and how much fun, is ratatouille? so good that when it was over, all i wanted to do was watch it again."
San Jose Mercury News,Bruce Newman,Ratatouille,fresh,"this is an animated movie that's been made for adults, although kids probably will enjoy it, too."
San Francisco Chronicle,Peter Hartlaub,Ratatouille,fresh,"ratatouille never overwhelms, even though it's stocked with action, romance, historical content, family drama and serious statements about the creation of art."
San Diego Union-Tribune,David Elliott,Ratatouille,fresh,if a bit long for a cartoon feature -- probably a sign that its makers fell in love with it -- ratatouille is the eighth and one of the best pixar features.
Sacramento Bee,Carla Meyer,Ratatouille,fresh,"ratatouille might be that rare g-rated film that adults enjoy even more than children. in other words, some scenes cater to folks who prefer truffles over goldfish crackers."
Reel.com,Pam Grady,Ratatouille,fresh,"a scrumptious and savory entrée, delivered with wit and aplomb. it is the most delicious offering yet from those wizards at pixar."
Philadelphia Daily News,Gary Thompson,Ratatouille,fresh,"at its core, ratatouille is really the story of the artist and the creative impulse, of the artist's obligation to follow that impulse in the face of what friends, family, society may say."
Oregonian,Shawn Levy,Ratatouille,fresh,it should be no surprise that the best american studio film of the year should come from the only american studio never to have made a bad film.
Newsweek,David Ansen,Ratatouille,fresh,"a film as rich as a sauce béarnaise, as refreshing as a raspberry sorbet, and a lot less predictable than the damn food metaphors and adjectives all us critics will churn out to describe it. ok, one more and then i'll be done: it's yummy."
Salon.com,Stephanie Zacharek,Ratatouille,fresh,"this delicious tale of a rat who cooks is pure joy, a grand achievement -- one of the most beautiful animated pictures ever made."
Bryant Frazer's Deep Focus,Bryant Frazer,Ratatouille,fresh,dramatizing a very unexpected story of the gulf between adequacy and excellence may be the most difficult narrative trick of all.
Salt Lake Tribune,Sean P. Means,Ratatouille,fresh,"kids will giggle at remy's antics, while the grown-ups will find in ratatouille a feast of inventive animation with a generous portion of culinary inspiration."
San Antonio Express-News,Larry Ratliff,Ratatouille,fresh,"by spitting out 30 minutes of unnecessary middle, ratatouille could have come out of the oven a magnificent feast instead of a pedestrian meal for the masses."
Reeling Reviews,Robin Clifford,Ratatouille,fresh,there are moments of laugh aloud comedy sprinkled throughout and i had a smile firmly planted on my face from beginning to end...
Flick Filosopher,MaryAnn Johanson,Ratatouille,fresh,"oh, but there is joy in this movie... it fills you up... with just the simple yet profound connection it's possible to make with another creature, even it that creature is merely a cartoon rat."
Reeling Reviews,Laura Clifford,Ratatouille,fresh,"remy discovers he can control linguini's movements using his hair like a puppeteer's strings...and while that last idea never really works and proves the film's imaginative failing, ratatouille has other ideas that do..."
Washington Post,Desson Thomson,Ratatouille,fresh,"ratatouille doesn't center on the over-familiar surfaces of contemporary life. it harks back to disney's older era, when cartoons seemed part of a more elegant world with less edgy characters."
TV Guide,Ken Fox,Ratatouille,fresh,"a clever, ingeniously animated film filled with many shining moments."
Toronto Star,Peter Howell,Ratatouille,fresh,"had bird gone the safe route, he would have robbed us of a great new cartoon figure in remy, who like the rest of the film is rendered with animation that is at once fanciful and life-like. it's also my pick for pixar's best."
"Northwest Herald (Crystal Lake, IL)",Jeffrey Westhoff,Ratatouille,fresh,"while others in the computer-animation field are obsessed with making backgrounds appear real, pixar knows it is more vital to make the characters real."
Killer Movie Reviews,Andrea Chase,Ratatouille,fresh,"not only is it as light and airy as a soufflé, it's also as complex as the precise physics and flavorings that makes it a miracle"
Laramie Movie Scope,Robert Roten,Ratatouille,fresh,"once again, pixar has crafted a quality story to go with its dazzling visualizations."
Hollywood Report Card,Ross Anthony,Ratatouille,fresh,"not quite the comedic animated masterpiece, rather a cute quaint film that drags a bit at the second act, but offers up an unexpectedly warm plate of climax in the wind up."
St. Louis Post-Dispatch,Joe Williams,Ratatouille,fresh,"the original writer and director of ratatouille, jan pinkava, was replaced in midproduction and, for all the exquisite detail, the movie is missing a dash of heart."
Kansas City Star,Robert W. Butler,Ratatouille,fresh,ratatouille is a delight -- with explosions of delicious humor and a gorgeous look that will have you rethinking what animation can accomplish.
Baltimore Sun,Michael Sragow,Ratatouille,fresh,"like other pixar films, ratatouille makes your eyes tear with laughter and emotion. but, from the opening sequence...this movie also makes your mouth water, and the headlong narrative zips you through the sensual atmosphere."
rec.arts.movies.reviews,Scott Mendelson,Ratatouille,fresh,disney is back in prime form and lovers of quality can rejoice.
Bullz-Eye.com,"
                                    ",Ratatouille,fresh,
San Diego Metropolitan,Jean Lowerison,Ratatouille,fresh,"if you like food, rats, animation or a good laugh, ratatouille is just what the doctor ordered."
"Journal and Courier (Lafayette, IN)",Bob Bloom,Ratatouille,fresh,"in a sense, ratatouille is a story about fulfilling one's dreams, about going beyond preconceived boundaries and following your heart."
Reno News and Review,Bob Grimm,Ratatouille,fresh,brad bird is officially my favorite animation director. another masterpiece.
eFilmCritic.com,David Cornelius,Ratatouille,fresh,brilliant in every conceivable way.
Reno Gazette-Journal,Forrest Hartman,Ratatouille,fresh,"rarely do pixar films fall short of excellence, and ratatouille is no exception."
PopMatters,Bill Gibron,Ratatouille,fresh,"constantly pushing beyond its narrative and visual capacities, ratatouille ends up one frighteningly effortless entertainment."
The Film Experience,Nathaniel Rogers,Ratatouille,fresh,my compliments to the chef brad bird. this writer/director has one of the best young filmographies in the world.
Stranger Song,Rob Humanick,Ratatouille,fresh,"in an already stellar year for animation, ratatouille - dare i say it? - takes the cake."
Film Threat,Pete Vonder Haar,Ratatouille,fresh,"ratatouille is stunningly animated, cleverly scripted, and genuinely humorous. bird and pixar have another winner on their hands."
Aisle Seat,Mike McGranaghan,Ratatouille,fresh,"ratatouille represents another step forward for pixar - not just on a technical level, but on an artistic one as well. every location and character is vividly conceived and realized."
KPBS.org,Beth Accomando,Ratatouille,fresh,the scene in which ego samples remy's ratatouille is the single best moment in the film and it rivals the moment when the grinch's heart grows...
Sacramento News & Review,Jim Lane,Ratatouille,fresh,...delicious in every sense of the word.
Cinema Sight,Wesley Lovell,Ratatouille,fresh,a tantalizing smorgasbord that will delight the palettes of audiences of all ages with its simple moral tale about pushing beyond your social boundaries to achieve success.
Palo Alto Weekly,Susan Tavernetti,Ratatouille,fresh,"in food-critic speak, ratatouille is highly seasoned and layered with complex flavors and has considerable sweetness on the finish."
Ebert & Roeper,Richard Roeper,Ratatouille,fresh,i think brad bird is working on another level than most animated writer/directors.
